Designator,Mid X,Mid Y,Rotation,Layer
C2,220.0,-145.0,0.0,top
M1,221.5,-141.13,80.4,top
M2,211.13,-148.5,170.4,top
M3,214.79,-142.66,125.37,top
M4,212.57,-155.21,35.37,top
M5,225.21,-157.34,125.37,top
M6,227.34,-144.79,35.37,top
M7,218.5,-158.87,80.4,top
M8,228.87,-151.5,170.4,top
N1,217.0,-134.5,90.0,top
N2,223.0,-134.5,90.0,top
